"df$Key","Percentage_pop_with_bachelors disc","Adults.19.25 disc","Adults.26.34 disc","Adults.35.54 disc","num_jobs_tot disc","EnergyC_addunit disc","Av_temperature disc","Median_income disc","GDP disc","Tot_vehicle disc","Elec_price disc","label"
"Maine2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Maryland2012","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Massachusetts2012","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Michigan2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Minnesota2012","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Mississippi2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Missouri2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Montana2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Nebraska2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Nevada2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"New Hampshire2012","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"New Jersey2012","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"New Mexico2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"New York2012","Medium Percentage_pop_with_bachelors","Medium Adults.19.25","Medium Adults.26.34","Medium Adults.35.54","Medium num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Low Median_income","Medium GDP","Low Tot_vehicle","Medium Elec_price","1"
"North Carolina2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"North Dakota2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Ohio2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Oklahoma2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Oregon2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Pennsylvania2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Rhode Island2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"South Carolina2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"South Dakota2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Tennessee2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Texas2012","Low Percentage_pop_with_bachelors","Medium Adults.19.25","Medium Adults.26.34","Medium Adults.35.54","Medium num_jobs_tot","High EnergyC_addunit","High Av_temperature","Medium Median_income","Medium GDP","Medium Tot_vehicle","Low Elec_price","1"
"Utah2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Vermont2012","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Virginia2012","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Washington2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"West Virginia2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Wisconsin2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Wyoming2012","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Alabama2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Alaska2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Low Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"Arizona2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Arkansas2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"California2013","Low Percentage_pop_with_bachelors","High Adults.19.25","High Adults.26.34","High Adults.35.54","High num_jobs_tot","Medium EnergyC_addunit","High Av_temperature","Medium Median_income","High GDP","High Tot_vehicle","Low Elec_price","1"
"Colorado2013","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Connecticut2013","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"Delaware2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"District of Columbia2013","High Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Florida2013","Low Percentage_pop_with_bachelors","Medium Adults.19.25","Medium Adults.26.34","Medium Adults.35.54","Medium num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Medium Tot_vehicle","Low Elec_price","1"
"Georgia2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Hawaii2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","High Elec_price","1"
"Idaho2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Illinois2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Indiana2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Iowa2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Kansas2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Kentucky2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Louisiana2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Maine2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Maryland2013","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Massachusetts2013","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Michigan2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Minnesota2013","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Mississippi2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Missouri2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Montana2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Nebraska2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Nevada2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"New Hampshire2013","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"New Jersey2013","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"New Mexico2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"New York2013","Medium Percentage_pop_with_bachelors","Medium Adults.19.25","Medium Adults.26.34","Medium Adults.35.54","Medium num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Low Median_income","Medium GDP","Low Tot_vehicle","Medium Elec_price","1"
"North Carolina2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"North Dakota2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Ohio2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Oklahoma2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Oregon2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Pennsylvania2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Rhode Island2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"South Carolina2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"South Dakota2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Tennessee2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Texas2013","Low Percentage_pop_with_bachelors","Medium Adults.19.25","Medium Adults.26.34","Medium Adults.35.54","Medium num_jobs_tot","High EnergyC_addunit","High Av_temperature","Medium Median_income","Medium GDP","Medium Tot_vehicle","Low Elec_price","1"
"Utah2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Vermont2013","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Virginia2013","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Washington2013","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","2"
"West Virginia2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Wisconsin2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Wyoming2013","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Alabama2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Alaska2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Low Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"Arizona2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Arkansas2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"California2014","Low Percentage_pop_with_bachelors","High Adults.19.25","High Adults.26.34","High Adults.35.54","High num_jobs_tot","Medium EnergyC_addunit","High Av_temperature","Medium Median_income","High GDP","High Tot_vehicle","Medium Elec_price","3"
"Colorado2014","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Connecticut2014","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"Delaware2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"District of Columbia2014","High Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Florida2014","Low Percentage_pop_with_bachelors","Medium Adults.19.25","Medium Adults.26.34","Medium Adults.35.54","Medium num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Medium Tot_vehicle","Low Elec_price","1"
"Georgia2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Hawaii2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","High Elec_price","1"
"Idaho2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Illinois2014","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Indiana2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Iowa2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Kansas2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Kentucky2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Louisiana2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Maine2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Maryland2014","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Massachusetts2014","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"Michigan2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Minnesota2014","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Mississippi2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Missouri2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Montana2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Nebraska2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Nevada2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
